words,A MIDSUMMER NIGHT’S DREAM,ALL’S WELL THAT ENDS WELL,AS YOU LIKE IT,CYMBELINE,KING HENRY THE EIGHTH,KING JOHN,KING RICHARD THE SECOND,KING RICHARD THE THIRD,LOVE’S LABOUR’S LOST,MEASURE FOR MEASURE,MUCH ADO ABOUT NOTHING,"PERICLES, PRINCE OF TYRE",THE COMEDY OF ERRORS,THE FIRST PART OF HENRY THE SIXTH,THE FIRST PART OF KING HENRY THE FOURTH,THE HISTORY OF TROILUS AND CRESSIDA,THE LIFE OF KING HENRY THE FIFTH,THE LIFE OF TIMON OF ATHENS,THE MERCHANT OF VENICE,THE RAPE OF LUCRECE,THE SECOND PART OF KING HENRY THE FOURTH,THE SECOND PART OF KING HENRY THE SIXTH,THE TAMING OF THE SHREW,THE TEMPEST,THE THIRD PART OF KING HENRY THE SIXTH,THE TRAGEDY OF ANTONY AND CLEOPATRA,THE TRAGEDY OF CORIOLANUS,"THE TRAGEDY OF HAMLET, PRINCE OF DENMARK",THE TRAGEDY OF JULIUS CAESAR,THE TRAGEDY OF KING LEAR,THE TRAGEDY OF MACBETH,"THE TRAGEDY OF OTHELLO, MOOR OF VENICE",THE TRAGEDY OF ROMEO AND JULIET,THE TRAGEDY OF TITUS ANDRONICUS,THE TWO GENTLEMEN OF VERONA,THE WINTER’S TALE,"TWELFTH NIGHT: OR, WHAT YOU WILL",VENUS AND ADONIS
blood,0.000459955154372,0.000567123065705,0.000306091215182,0.000446643303786,0.000269749518304,0.002061005770816,0.001753035744826,0.001246922658823,0.0006080083384,0.000348553502963,0.000571604449721,0.00045335482571,0.000245896600479,0.001313255121695,0.000935089223097,0.001006687279787,0.001271617497457,0.000508259212198,0.000347493701677,0.001196728940895,0.000822427233069,0.000855368366246,0.000134036279153,0.000169501101757,0.001582217419828,0.000452335180369,0.000784902569703,0.0005913292459,0.001092792321946,0.000430926132079,0.001239157372986,0.000463673003531,0.000689391037917,0.001105328604983,0.000411362753388,0.000645381724308,0.000419795699426,0.001021033285685
both,0.000574943942966,0.000850684598558,0.000349818531637,0.000584072012643,0.000346820809249,0.000595401667125,0.000812382418334,0.000863254148416,0.0006080083384,0.000522830254444,0.000395726157499,0.000856336893008,0.000737689801438,0.000700402731571,0.000389620509624,0.000503343639894,0.000472315070484,0.000254129606099,0.000608113977934,0.000664849411608,0.000679396409926,0.000446279147607,0.000714860155482,0.000621504039776,0.001196310732065,0.000603113573825,0.000580145377606,0.000684697021568,0.000332588967549,0.000538657665099,0.000754269705296,0.000249670078824,0.000727690540023,0.000828996453737,0.000639897616381,0.000645381724308,0.000466439666029,0.000408413314274
break,0.000402460760076,8.10175808150369E-05,0.000306091215182,6.87143544286401E-05,0.000154142581888,0.000503801410644,0.000342055755088,0.000287751382805,0.000521150004343,8.71383757406762E-05,0.000395726157499,0.000151118275237,0.000799163951558,0.000350201365785,0.000272734356737,0.000251671819947,0.000145327713995,0.000203303684879,0.000238901919903,0.000332424705804,0.000286061646285,0.000371899289672,0.000223393798588,0.00022600146901,0.00030872535021,0.000376945983641,0.000307135788145,0.000155612959447,0.000237563548249,0.000251373577046,0.000215505630085,7.13343082355459E-05,0.000191497510532,0.000230276792705,0.000159974404095,0.000265745415892,0.000186575866412,0.000102103328569
bring,0.000459955154372,0.000607631856113,0.000481000481,0.000343571772143,0.000346820809249,0.000229000641202,0.000171027877544,0.000319723758673,0.000173716668114,0.000697107005925,0.000439695730554,0.000654845859359,0.000491793200959,0.000350201365785,0.000311696407699,0.000719062342705,0.000399651213486,0.000406607369759,0.000369212058031,0.000199454823482,0.00032181935207,0.000371899289672,0.000536145116612,0.000960506243291,0.000154362675105,0.000452335180369,0.000409514384193,0.000217858143226,0.000380101677199,0.000538657665099,0.000215505630085,0.000463673003531,0.000382995021065,0.000598719661033,0.000639897616381,0.00068334535515,0.000513083632632,0.000204206657137
brought,5.74943942965561E-05,8.10175808150369E-05,8.74546329091784E-05,0.000103071531643,0.000423892100193,0.000412201154163,0.000171027877544,9.59171276017521E-05,4.34291670285764E-05,8.71383757406762E-05,0.000307787011388,0.000654845859359,0.000368844900719,0.000218875853616,0.000311696407699,0.000107859351406,0.000108995785496,0.000203303684879,0.000130310138129,0.000199454823482,0.000250303940499,0.000223139573803,0.000312751318023,0.00022600146901,0.000270134681434,0.00018847299182,0.000341261986827,0.000186735551337,0.000237563548249,0.000287284088053,0.000107752815042,0.000142668616471,3.82995021064726E-05,0.000644775019574,0.000228534862993,0.000341672677575,0.000139931899809,0.000102103328569
but,0.003392169263497,0.004699019687272,0.005553369189733,0.00453514739229,0.002967244701349,0.004030411285152,0.003420557550881,0.003293154714327,0.004690350039086,0.005489717671663,0.005540166204986,0.004382429981866,0.003872871457552,0.003720889511469,0.004324787656822,0.003846983533472,0.003778520563872,0.004574332909784,0.004430544696377,0.002858852469916,0.004004863047987,0.003347093607051,0.003708337056563,0.004124526809424,0.003820476208853,0.00399562742659,0.004436405828755,0.004294917680744,0.003468427804438,0.002729198836499,0.003501966488875,0.004315725648251,0.003753351206434,0.002348823285589,0.004090774047581,0.005314908317832,0.004850972526704,0.00408413314274
by,0.003104697292014,0.003038159280564,0.002798548253094,0.003057788772074,0.003391136801541,0.003526609874508,0.003121258765179,0.004316270742079,0.003734908364458,0.004008365284071,0.00347359627138,0.004080193431392,0.003934345607672,0.003195587462791,0.003545546637575,0.003020061839361,0.002688562708909,0.002592121982211,0.003192598384154,0.004919885645901,0.002896374168633,0.003533043251887,0.002948798141364,0.003672523871405,0.003473160189866,0.002940178672396,0.003037231682763,0.003018891413277,0.004038580320236,0.002441914748447,0.001993427078282,0.003067375254128,0.00325545767905,0.003269930456409,0.002879539273716,0.004024144869215,0.00335836559541,0.004390443128446
call,0.000517449548669,0.000283561532853,0.000655909746819,0.000377928949358,0.000308285163776,0.000274800769442,0.000384812724474,0.000255779006938,0.000477720837314,0.000566399442314,0.000571604449721,0.000554100342535,0.000676215651319,0.000350201365785,0.001051975375984,0.000862874811246,0.000435983141985,0.000508259212198,0.000434367127096,0.000199454823482,0.00057212329257,0.000520659005541,0.000893575194353,0.000452002938019,0.00030872535021,0.000301556786912,0.000341261986827,0.000653574429679,0.000237563548249,0.000574568176105,0.00048488766769,0.000463673003531,0.00065109153581,0.000276332151246,0.000457069725987,0.000797236247675,0.000606371565838,0.000204206657137
came,0.000517449548669,0.000121526371223,0.000393545848091,0.000412286126572,0.000346820809249,0.000412201154163,0.000256541816316,0.000383668510407,0.000521150004343,0.000348553502963,0.000307787011388,0.000654845859359,0.000922112251798,0.000131325512169,0.000467544611548,0.000287624937082,0.00029065542799,0.000203303684879,0.000325775345322,0.000465394588126,0.000393334763642,0.000185949644836,0.000491466356894,0.000508503305271,0.000501678694092,0.000150778393456,0.000273009589462,0.000248980735116,0.000285076257899,0.000466836643085,0.000215505630085,0.000285337232942,0.000344695518958,4.60553585409662E-05,0.000319948808191,0.000379636308417,0.000279863799618,0.000204206657137
can,0.001782326223193,0.001660860406708,0.001311819493638,0.00127121555693,0.001194605009634,0.000961802693048,0.000940653326492,0.00092719890015,0.001259445843829,0.001219937260369,0.001407026337774,0.002417892403788,0.000614741501199,0.000787953073017,0.001168861528871,0.000790968576976,0.000799302426973,0.001067344345616,0.001064199461385,0.001196728940895,0.000858184938854,0.001971066235263,0.000893575194353,0.001017006610543,0.001157720063289,0.001093143352558,0.001467426543357,0.000964800348573,0.000855228773697,0.001292778396237,0.001131404557944,0.00096301316118,0.00130218307162,0.001197439322065,0.001348355691661,0.001176872556091,0.001772470730911,0.000918929957117
cannot,0.000689932731559,0.001053228550595,0.00104945559491,0.000721500721501,0.000693641618497,0.000641201795365,0.000769625448948,0.001055088403619,0.000694866672457,0.000435691878703,0.001055269753331,0.000604473100947,0.000553267351079,0.000437751707232,0.000623392815398,0.000575249874164,0.000726638569975,0.001016518424396,0.000890452610546,0.000864304235091,0.001001215761997,0.000557848934509,0.000536145116612,0.000791005141533,0.000848994713078,0.000866975762373,0.001433300344675,0.000871432572905,0.000285076257899,0.000682299709125,0.000969775335381,0.00096301316118,0.000804289544236,0.000368442868328,0.001234088260164,0.001100945294408,0.000699659499044,0.00071472329998
cause,0.00017248318289,0.000121526371223,0.000437273164546,0.000206143063286,0.000770712909441,0.000366401025923,0.000598597571404,0.000543530389743,0.000260575002171,0.000522830254444,0.000131908719166,0.000352609308886,0.000307370750599,0.000481526877955,0.000155848203849,0.000323578054217,0.000472315070484,0.000203303684879,0.000260620276257,0.000332424705804,0.000393334763642,0.000371899289672,0.000357430077741,0.000169501101757,0.000270134681434,0.000603113573825,0.000614271576289,0.000529084062121,0.000712690644747,0.000430926132079,0.000269382037606,0.000570674465884,0.000191497510532,0.000598719661033,0.000228534862993,0.000341672677575,0.000233219833015,0.000306309985706
come,0.002242281377566,0.001255772502633,0.001924001924002,0.00103071531643,0.001348747591522,0.001419803975451,0.001753035744826,0.001534674041628,0.001346304177886,0.002091321017776,0.001846722068329,0.001863792061253,0.001844224503596,0.001313255121695,0.002026026650043,0.002336952613792,0.001089957854963,0.001067344345616,0.002888541395187,0.000664849411608,0.002574554816563,0.001450407229722,0.002859440621928,0.000960506243291,0.001003357388184,0.002073202910023,0.001467426543357,0.002209704024151,0.002375635482492,0.001615972995296,0.001777921448198,0.001783357705889,0.002183071620069,0.001980380417262,0.001165527801266,0.001936145172924,0.002098978497131,0.000102103328569
comes,0.000977404703041,0.000729158227335,0.00104945559491,0.000618429189858,0.000385356454721,0.000366401025923,0.00064135454079,0.000511558013876,0.000694866672457,0.000740676193796,0.000703513168887,0.000755591376184,0.000799163951558,0.000218875853616,0.000467544611548,0.000934781045517,0.000399651213486,0.000864040660737,0.000912170966901,0.000132969882322,0.00121576199671,0.000371899289672,0.001161647752658,0.00022600146901,0.000578860031644,0.000301556786912,0.00037538818551,0.000715819613457,0.000665177935098,0.000825941753151,0.000592640482733,0.000784677390591,0.001034086556875,0.000552664302492,0.000502776698585,0.000417599939258,0.001072811231867,0.000306309985706
coming,0.000229977577186,0.00016203516163,0.000262363898728,3.43571772143201E-05,0.000231213872832,4.58001282403591E-05,0.000171027877544,3.19723758672507E-05,0.000173716668114,0.000174276751481,4.39695730554456E-05,0.000151118275237,0.00018442245036,4.37751707231658E-05,0.000116886152887,3.59531171352556E-05,0.000254323499491,0.000203303684879,0.000282338632612,0.000132969882322,0.000107273117357,0.000111569786902,0.000491466356894,5.65003672523871E-05,0.000154362675105,7.53891967281089E-05,0.000204757192096,0.000217858143226,9.50254192996627E-05,0.000287284088053,0.000377134852648,0.000107001462353,0.000153198008426,4.60553585409662E-05,0.000114267431497,0.000113890892525,0.000186575866412,0.000102103328569
common,0.000114988788593,0.000283561532853,0.000174909265818,0.000137428708857,0.000115606936416,0.000137400384721,0.000171027877544,3.19723758672507E-05,0.000130287501086,0.000261415127222,4.39695730554456E-05,0.000201491033649,0.000245896600479,4.37751707231658E-05,0.000194810254812,0.000107859351406,0.000181659642494,0.000508259212198,8.68734254191643E-05,6.64849411608271E-05,0.000214546234714,0.000185949644836,4.46787597176302E-05,0.000169501101757,0.000270134681434,0.000113083795092,0.000648397774972,0.000217858143226,0.000427614386848,0.00010773153302,0.000107752815042,0.000107001462353,7.65990042129452E-05,0.000138166075623,6.85604588980049E-05,7.59272616833074E-05,4.66439666029199E-05,0.000102103328569
could,0.000574943942966,0.000729158227335,0.001005728278456,0.000790215075929,0.000770712909441,0.000549601538884,0.000256541816316,0.000383668510407,0.000173716668114,0.000348553502963,0.000747482741943,0.00045335482571,0.000799163951558,0.000612852390124,0.000935089223097,0.000611202991299,0.000617642784479,0.000711562897078,0.000629832334289,0.000731334352769,0.000607880998355,0.000632228792443,0.000312751318023,0.000678004407029,0.000463088025315,0.000640808172189,0.000853154967068,0.000809187389126,0.000807716064047,0.000610478687112,0.000700393297775,0.00064200877412,0.000459594025278,0.000414498226869,0.000731311561579,0.000721308985991,0.000746303465647,0.000408413314274
day,0.001322371068821,0.000526614275298,0.000787091696183,0.000412286126572,0.000886319845857,0.002061005770816,0.00128270908158,0.001822425424433,0.001129158342743,0.000522830254444,0.000703513168887,0.000755591376184,0.000860638101678,0.00096305375591,0.001597444089457,0.00068310922557,0.001525940996948,0.000914866581957,0.000781860828772,0.00079781929393,0.000965458056211,0.00133883744282,0.000714860155482,0.000734504774281,0.000848994713078,0.000791586565645,0.00037538818551,0.000684697021568,0.001235330450896,0.000251373577046,0.000969775335381,0.000285337232942,0.001761777096898,0.000921107170819,0.000754165047878,0.000645381724308,0.00079294743225,0.000918929957117
dead,0.000689932731559,0.000405087904075,0.000218636582273,0.000755857898715,0.000154142581888,0.000778602180086,0.000684111510176,0.001119033155354,8.68583340571528E-05,0.000174276751481,0.000395726157499,0.001158573443482,0.00012294830024,0.000744177902294,0.000506506662511,0.000251671819947,0.000690306641477,0.000355781448539,0.000325775345322,0.000930789176252,0.000965458056211,0.000818178437279,8.93575194352605E-05,0.000395502570767,0.000463088025315,0.000791586565645,0.000102378596048,0.000933677756684,0.000712690644747,0.000574568176105,0.000754269705296,0.000463673003531,0.001838376101111,0.00096716252936,0.000388509267089,0.000569454462625,9.32879332058398E-05,0.001429446599959
death,0.000804921520152,0.000688649436928,0.000306091215182,0.000893286607572,0.000346820809249,0.001374003847211,0.00171027877544,0.002142149183106,0.0003040041692,0.001742767514814,0.000659543595832,0.000755591376184,0.000553267351079,0.00166345648748,0.000623392815398,0.000503343639894,0.000544978927481,0.000406607369759,0.000304056988967,0.001861578352503,0.000750911821498,0.002045446093198,0.000268072558306,0.000339002203514,0.001505036082275,0.001168532549286,0.000580145377606,0.001182658491799,0.001425381289495,0.000682299709125,0.001023651742902,0.000463673003531,0.002527767139027,0.001197439322065,0.000479923212286,0.000835199878516,0.000419795699426,0.001531549928528
did,0.001897315011786,0.001215263712226,0.001924001924002,0.001683501683502,0.001541425818882,0.001694604744893,0.00128270908158,0.001566646417495,0.001867454182229,0.000958522133147,0.00145099591083,0.001662301027604,0.003073707505994,0.001225704780249,0.002454609210629,0.000539296757029,0.001489609068449,0.000914866581957,0.001303101381287,0.002526427764111,0.001430308231424,0.001190077726952,0.000893575194353,0.001864512119329,0.001234901400841,0.002073202910023,0.001945193324916,0.001649497370141,0.00294578799829,0.000646389198118,0.001939550670761,0.002104362092949,0.00130218307162,0.001335605397688,0.001188381287565,0.001252799817775,0.001725826764308,0.002552583214213
die,0.000689932731559,0.00048610548489,0.000612182430364,0.000687143544286,0.000154142581888,0.000412201154163,0.000555840602018,0.001055088403619,0.000347433336229,0.001699198326943,0.000703513168887,0.000503727584123,0.000307370750599,0.000787953073017,0.000389620509624,0.000215718702812,0.000544978927481,0.000406607369759,0.000195465207193,0.000997274117412,0.000500607880998,0.001004128082115,0.000268072558306,0.000282501836262,0.000463088025315,0.000640808172189,0.000341261986827,0.000217858143226,0.000807716064047,0.000395015621072,0.000269382037606,0.000499340157649,0.000880888548449,0.000552664302492,0.000297095321891,0.000303709046733,0.000186575866412,0.000612619971411
do,0.005461967458173,0.003443247184639,0.004853732126459,0.002748574177146,0.002543352601156,0.00380141064395,0.003591585428425,0.003197237586725,0.003474333362286,0.005054025792959,0.00395726157499,0.004080193431392,0.002213069404315,0.002451409560497,0.003350736382763,0.004350327173366,0.003051881993896,0.00279542566709,0.004213361132829,0.001861578352503,0.003611528284345,0.00282643460151,0.002770083102493,0.003898525340415,0.002238258789025,0.003467903049493,0.003514998464321,0.003921446578071,0.00555898702903,0.003016482924552,0.003663595711438,0.00656275635767,0.00271926464956,0.003500207249113,0.001622597527253,0.002923199574807,0.00447782079388,0.001633653257096
done,0.000229977577186,0.000891193388965,0.000174909265818,0.000824572253144,0.000809248554913,0.000687001923605,0.000513083632632,0.001055088403619,0.000390862503257,0.000740676193796,0.000395726157499,0.000957082409833,0.000368844900719,0.000525302048678,0.00066235486636,0.000826921694111,0.000508646998983,0.000457433290978,0.000434367127096,0.000731334352769,0.000607880998355,0.000780988508312,0.000714860155482,0.000960506243291,0.000656041369197,0.001357005541106,0.000921407364434,0.000684697021568,0.001092792321946,0.000538657665099,0.00188567426324,0.000891678852944,0.000382995021065,0.001151383963524,0.000845578993075,0.00113890892525,0.00079294743225,0.00071472329998
doth,0.0016673374346,0.000202543952038,0.000874546329092,0.000618429189858,7.70712909441233E-05,0.00128240359073,0.001239952112194,0.001055088403619,0.001650308347086,0.000871383757407,0.00096733060722,0.000755591376184,0.000922112251798,0.001400805463141,0.001013013325021,0.001114546631193,0.000944630140968,0.000457433290978,0.000912170966901,0.004388006116615,0.001752127583494,0.000743798579345,0.000580823876329,0.000621504039776,0.001119129394512,0.00018847299182,0.000238883390779,0.000715819613457,0.001330355870195,0.000502747154092,0.000323258445127,0.000535007311767,0.001340482573727,0.001013217887901,0.00034280229449,0.00022778178505,0.000559727599235,0.004492546457015
down,0.000919910308745,0.00064814064652,0.000481000481,0.000549714835429,0.000423892100193,0.001007602821288,0.001111681204036,0.00070339226908,0.000434291670286,0.000740676193796,0.000879391461109,0.00045335482571,0.000430319050839,0.000350201365785,0.001246785630796,0.00068310922557,0.000399651213486,0.000711562897078,0.00049952219616,0.000398909646965,0.001287277408281,0.000855368366246,0.000580823876329,0.000621504039776,0.001157720063289,0.000490029778733,0.000784902569703,0.000964800348573,0.001187817741246,0.000825941753151,0.000862022520338,0.000356671541178,0.00065109153581,0.001197439322065,0.000228534862993,0.000607418093466,0.000373151732823,0.000612619971411
each,0.000344966365779,0.00016203516163,4.37273164545892E-05,0.000206143063286,0.000539499036609,0.000366401025923,0.000171027877544,0.000415640886274,0.0003040041692,4.35691878703381E-05,4.39695730554456E-05,0.000302236550474,0.00012294830024,0.000175100682893,0.000116886152887,0.000503343639894,0.000254323499491,0.000457433290978,6.51550690643732E-05,0.000531879529287,3.57577057855968E-05,0.000148759715869,8.93575194352605E-05,0.00022600146901,0.000154362675105,0.000226167590184,0.000238883390779,0.000248980735116,9.50254192996627E-05,0.000143642044026,0.000431011260169,0.000178335770589,3.82995021064726E-05,9.21107170819325E-05,0.000297095321891,0.00022778178505,9.32879332058398E-05,0.001123136614254
earth,0.000344966365779,8.10175808150369E-05,4.37273164545892E-05,0.000137428708857,0.000231213872832,0.000458001282404,0.001239952112194,0.00035169613454,0.000217145835143,4.35691878703381E-05,4.39695730554456E-05,0.00045335482571,0.000245896600479,0.000306426195062,0.000194810254812,0.000395484288488,0.000217991570993,0.000304955527319,0.000173746850838,0.000265939764643,0.000214546234714,0.000297519431738,4.46787597176302E-05,0.000565003672524,0.00030872535021,0.000490029778733,0.000170630993414,0.000622451837789,0.000237563548249,0.000215463066039,0.000431011260169,0.000142668616471,0.000727690540023,0.000690830378114,0.000319948808191,0.000493527200941,9.32879332058398E-05,0.000918929957117
else,0.000517449548669,0.000243052742445,0.000437273164546,0.000171785886072,0.000578034682081,0.000320600897683,0.00042756969386,0.000415640886274,0.0003040041692,0.000479261066574,0.000395726157499,0.000302236550474,0.000553267351079,0.000306426195062,0.000350658458661,0.000503343639894,0.000254323499491,0.000304955527319,0.000390930414386,0.000332424705804,0.000250303940499,0.000297519431738,0.000670181395764,0.000960506243291,0.000578860031644,0.000490029778733,0.000477766781558,0.000529084062121,0.000570152515798,0.000359105110066,0.000592640482733,0.000463673003531,0.000382995021065,0.000414498226869,0.000708458075279,0.000531490831783,0.000419795699426,0.000306309985706
end,0.000344966365779,0.000283561532853,0.000437273164546,0.000584072012643,0.000578034682081,0.000137400384721,0.000299298785702,0.000479585638009,0.0006080083384,0.000174276751481,0.000263817438333,0.000302236550474,0.001045060552038,0.000175100682893,0.000350658458661,0.000251671819947,0.00029065542799,0.000152477763659,0.000325775345322,0.000465394588126,0.000536365586784,0.000260329502771,0.000268072558306,0.000395502570767,0.000231544012658,0.000263862188548,0.000580145377606,0.000529084062121,0.000332588967549,0.000179552555033,0.000269382037606,0.000107001462353,0.000344695518958,0.000276332151246,0.000548483671184,0.00022778178505,0.000373151732823,0.000204206657137
ere,0.000574943942966,0.000445596694483,0.000174909265818,0.000343571772143,0.000115606936416,0.000458001282404,0.000555840602018,0.00035169613454,0.0003040041692,0.000217845939352,0.00048366530361,0.000302236550474,0.000368844900719,0.000569077219401,0.000272734356737,0.000323578054217,0.000145327713995,0.000254129606099,0.000260620276257,0.000664849411608,0.000429092469427,0.00040908921864,0.000357430077741,0.000508503305271,0.000463088025315,0.000226167590184,0.000273009589462,0.000311225918895,0.000237563548249,0.000179552555033,0.00048488766769,7.13343082355459E-05,0.000612792033704,9.21107170819325E-05,0.000365655780789,0.000303709046733,9.32879332058398E-05,0.000408413314274
even,0.000229977577186,0.000283561532853,0.000306091215182,0.000446643303786,0.000231213872832,0.000732802051846,0.000342055755088,0.000223806631071,0.000130287501086,0.000479261066574,0.000439695730554,0.000604473100947,0.000307370750599,0.000262651024339,0.000584430764435,0.000215718702812,0.000326987356489,0.000406607369759,0.000304056988967,0.000265939764643,0.000286061646285,0.00040908921864,0.000134036279153,0.000339002203514,0.000192953343881,0.000150778393456,0.000273009589462,0.000466838878342,0.000332588967549,0.000430926132079,0.000431011260169,0.000784677390591,0.000344695518958,0.000230276792705,0.000251388349293,0.000493527200941,0.000513083632632,0.000408413314274
ever,0.000689932731559,0.001134246131411,0.001093182911365,0.000584072012643,0.001734104046243,0.000320600897683,0.000470326663246,0.000511558013876,0.000564579171371,0.000653537818055,0.000879391461109,0.000755591376184,0.000245896600479,0.000393976536508,0.000701316917323,0.000431437405623,0.000472315070484,0.000914866581957,0.00054295890887,0.000531879529287,0.000464850175213,0.00040908921864,0.000714860155482,0.000847505508786,0.00030872535021,0.000603113573825,0.000853154967068,0.000435716286452,0.000665177935098,0.000682299709125,0.000538764075211,0.000891678852944,0.000459594025278,0.000875051812278,0.001005553397171,0.001062981663566,0.000606371565838,0.000408413314274
every,0.000689932731559,0.000567123065705,0.001005728278456,0.000343571772143,0.000539499036609,0.000137400384721,0.000342055755088,0.000415640886274,0.000955441674629,0.000261415127222,0.000659543595832,0.00045335482571,0.00018442245036,0.000481526877955,0.000506506662511,0.000611202991299,0.000617642784479,0.000457433290978,0.000390930414386,0.001196728940895,0.00057212329257,0.000297519431738,0.000357430077741,0.000621504039776,0.000385906687763,0.000490029778733,0.00037538818551,0.000186735551337,0.001092792321946,0.000395015621072,0.000538764075211,0.000428005849413,0.000344695518958,0.000368442868328,0.000228534862993,0.000531490831783,0.000466439666029,0.000918929957117
eye,0.001207382280228,0.000364579113668,0.000524727797455,0.000446643303786,0.000346820809249,0.001007602821288,0.00064135454079,0.000319723758673,0.001563450013029,8.71383757406762E-05,0.000395726157499,0.000251863792061,0.000676215651319,0.000306426195062,0.000350658458661,0.000647156108435,0.000435983141985,0.00010165184244,0.000390930414386,0.002194003058307,0.000178788528928,0.000185949644836,0.000268072558306,0.000282501836262,0.000270134681434,0.00018847299182,0.000238883390779,0.000466838878342,0.000285076257899,0.000395015621072,0.000538764075211,0.000392338695296,0.000727690540023,0.00046055358541,0.000479923212286,0.000569454462625,0.000513083632632,0.00204206657137
